default		00:00:07.660	7.66	00:00:09.940	9.94	00:00:02.280	2.28	?
default		00:00:23.655	23.655	00:00:27.375	27.375	00:00:03.720	3.72	?
default		00:00:29.890	29.89	00:00:33.990	33.99	00:00:04.100	4.1	?
default		00:00:34.825	34.825	00:00:38.615	38.615	00:00:03.790	3.79	?
default		00:00:41.035	41.035	00:00:44.555	44.555	00:00:03.520	3.52	?
default		00:00:45.500	45.5	00:00:50.340	50.34	00:00:04.840	4.84	?
default		00:01:08.725	68.725	00:01:11.445	71.445	00:00:02.720	2.72	n
default		00:01:13.980	73.98	00:01:17.300	77.3	00:00:03.320	3.32	?
default		00:01:26.665	86.665	00:01:34.695	94.695	00:00:08.030	8.03	?
default		00:01:40.145	100.145	00:01:44.345	104.345	00:00:04.200	4.2	?
default		00:01:44.595	104.595	00:01:46.265	106.265	00:00:01.670	1.67	n
default		00:02:02.420	122.42	00:02:06.030	126.03	00:00:03.610	3.61	d
default		00:02:08.870	128.87	00:02:12.380	132.38	00:00:03.510	3.51	d
default		00:02:15.145	135.145	00:02:18.515	138.515	00:00:03.370	3.37	?
default		00:02:18.640	138.64	00:02:21.900	141.9	00:00:03.260	3.26	d
default		00:02:22.245	142.245	00:02:28.505	148.505	00:00:06.260	6.26	?
default		00:02:43.580	163.58	00:02:47.220	167.22	00:00:03.640	3.64	n
default		00:02:47.395	167.395	00:02:50.975	170.975	00:00:03.580	3.58	n
default		00:02:51.098	171.098	00:02:53.670	173.67	00:00:02.572	2.572	?
default		00:02:53.852	173.852	00:02:56.588	176.588	00:00:02.736	2.736	n
default		00:03:06.222	186.222	00:03:12.222	192.222	00:00:06.000	6.0	d
