default		00:00:11.700	11.7	00:00:12.750	12.75	00:00:01.050	1.05	?
default		00:00:22.780	22.78	00:00:27.400	27.4	00:00:04.620	4.62	?
default		00:00:28.545	28.545	00:00:32.885	32.885	00:00:04.340	4.34	?
default		00:00:38.200	38.2	00:00:38.900	38.9	00:00:00.700	0.7	n
default		00:00:43.525	43.525	00:00:44.445	44.445	00:00:00.920	0.92	?
default		00:01:09.280	69.28	00:01:11.050	71.05	00:00:01.770	1.77	?
default		00:01:11.560	71.56	00:01:13.710	73.71	00:00:02.150	2.15	n
default		00:01:32.130	92.13	00:01:32.790	92.79	00:00:00.660	0.66	?
default		00:01:37.025	97.025	00:01:38.645	98.645	00:00:01.620	1.62	d
default		00:01:39.960	99.96	00:01:43.170	103.17	00:00:03.210	3.21	?
default		00:02:00.230	120.23	00:02:02.660	122.66	00:00:02.430	2.43	n
default		00:02:02.810	122.81	00:02:07.470	127.47	00:00:04.660	4.66	?
default		00:02:24.345	144.345	00:02:25.985	145.985	00:00:01.640	1.64	dd
default		00:02:37.890	157.89	00:02:39.180	159.18	00:00:01.290	1.29	n
