default		00:00:10.650	10.65	00:00:12.850	12.85	00:00:02.200	2.2	?
default		00:00:19.235	19.235	00:00:24.415	24.415	00:00:05.180	5.18	?
default		00:00:25.120	25.12	00:00:28.510	28.51	00:00:03.390	3.39	?
default		00:00:34.920	34.92	00:00:35.550	35.55	00:00:00.630	0.63	nn
default		00:00:37.520	37.52	00:00:38.040	38.04	00:00:00.520	0.52	nn
default		00:00:44.625	44.625	00:00:49.395	49.395	00:00:04.770	4.77	?
default		00:01:13.835	73.835	00:01:15.905	75.905	00:00:02.070	2.07	?
default		00:01:16.965	76.965	00:01:21.375	81.375	00:00:04.410	4.41	?
default		00:01:28.425	88.425	00:01:30.855	90.855	00:00:02.430	2.43	?
default		00:01:31.585	91.585	00:01:34.225	94.225	00:00:02.640	2.64	?
default		00:01:34.690	94.69	00:01:39.300	99.3	00:00:04.610	4.61	?
default		00:01:52.560	112.56	00:01:57.840	117.84	00:00:05.280	5.28	?
default		00:02:12.285	132.285	00:02:16.305	136.305	00:00:04.020	4.02	?
default		00:02:27.180	147.18	00:02:35.460	155.46	00:00:08.280	8.28	?
default		00:02:56.055	176.055	00:02:58.905	178.905	00:00:02.850	2.85	nn
default		00:02:59.645	179.645	00:03:02.515	182.515	00:00:02.870	2.87	nn
default		00:03:03.525	183.525	00:03:04.945	184.945	00:00:01.420	1.42	?
default		00:03:15.174	195.174	00:03:19.988	199.988	00:00:04.814	4.814	?
default		00:03:21.044	201.044	00:03:23.811	203.811	00:00:02.767	2.767	?
default		00:03:24.714	204.714	00:03:27.087	207.087	00:00:02.373	2.373	?
default		00:03:41.600	221.6	00:03:42.874	222.874	00:00:01.274	1.274	?
default		00:03:47.348	227.348	00:03:47.768	227.768	00:00:00.420	0.42	?
default		00:03:54.762	234.762	00:03:58.302	238.302	00:00:03.540	3.54	?
default		00:03:59.233	239.233	00:04:00.787	240.787	00:00:01.554	1.554	?
default		00:04:01.550	241.55	00:04:05.517	245.517	00:00:03.967	3.967	?
default		00:04:05.781	245.781	00:04:07.988	247.988	00:00:02.207	2.207	?
default		00:04:08.252	248.252	00:04:10.432	250.432	00:00:02.180	2.18	?
default		00:04:16.864	256.864	00:04:18.811	258.811	00:00:01.947	1.947	nn
default		00:04:24.642	264.642	00:04:26.136	266.136	00:00:01.494	1.494	n
default		00:04:28.799	268.799	00:04:30.186	270.186	00:00:01.387	1.387	n
