default		00:00:09.130	9.13	00:00:14.360	14.36	00:00:05.230	5.23	?
default		00:00:22.930	22.93	00:00:26.090	26.09	00:00:03.160	3.16	?
default		00:00:36.080	36.08	00:00:36.840	36.84	00:00:00.760	0.76	n
default		00:00:44.360	44.36	00:00:49.340	49.34	00:00:04.980	4.98	?
default		00:00:59.850	59.85	00:01:00.730	60.73	00:00:00.880	0.88	nn
default		00:01:00.755	60.755	00:01:02.465	62.465	00:00:01.710	1.71	?
default		00:01:11.420	71.42	00:01:15.490	75.49	00:00:04.070	4.07	?
default		00:01:16.280	76.28	00:01:21.050	81.05	00:00:04.770	4.77	?
default		00:01:29.800	89.8	00:01:30.840	90.84	00:00:01.040	1.04	nn
default		00:01:36.830	96.83	00:01:38.250	98.25	00:00:01.420	1.42	?
default		00:01:41.780	101.78	00:01:44.260	104.26	00:00:02.480	2.48	?
