default		00:00:08.000	8.0	00:00:09.280	9.28	00:00:01.280	1.28	?
default		00:00:17.060	17.06	00:00:18.670	18.67	00:00:01.610	1.61	n
default		00:00:20.610	20.61	00:00:25.160	25.16	00:00:04.550	4.55	?
default		00:00:25.850	25.85	00:00:28.870	28.87	00:00:03.020	3.02	?
default		00:00:29.740	29.74	00:00:32.900	32.9	00:00:03.160	3.16	?
default		00:00:42.580	42.58	00:00:46.000	46.0	00:00:03.420	3.42	?
default		00:00:46.740	46.74	00:00:48.460	48.46	00:00:01.720	1.72	?
default		00:01:05.030	65.03	00:01:07.650	67.65	00:00:02.620	2.62	?
default		00:01:17.280	77.28	00:01:19.390	79.39	00:00:02.110	2.11	?
default		00:01:21.280	81.28	00:01:23.750	83.75	00:00:02.470	2.47	nn
