default		00:00:05.550	5.55	00:00:13.630	13.63	00:00:08.080	8.08	?
default		00:00:33.700	33.7	00:00:38.100	38.1	00:00:04.400	4.4	?
default		00:00:54.630	54.63	00:00:56.520	56.52	00:00:01.890	1.89	n
default		00:01:01.300	61.3	00:01:07.130	67.13	00:00:05.830	5.83	?
default		00:01:09.600	69.6	00:01:15.090	75.09	00:00:05.490	5.49	?
default		00:01:16.800	76.8	00:01:20.260	80.26	00:00:03.460	3.46	?
default		00:01:41.030	101.03	00:01:42.790	102.79	00:00:01.760	1.76	n
default		00:01:44.280	104.28	00:01:45.010	105.01	00:00:00.730	0.73	n
default		00:01:51.830	111.83	00:01:53.830	113.83	00:00:02.000	2.0	?
default		00:01:57.720	117.72	00:01:58.840	118.84	00:00:01.120	1.12	?
default		00:02:21.380	141.38	00:02:43.670	163.67	00:00:22.290	22.29	o
