default		00:00:25.510	25.51	00:00:29.970	29.97	00:00:04.460	4.46	?
default		00:00:37.335	37.335	00:00:41.295	41.295	00:00:03.960	3.96	?
default		00:00:46.160	46.16	00:00:56.440	56.44	00:00:10.280	10.28	?
default		00:00:58.915	58.915	00:01:06.725	66.725	00:00:07.810	7.81	?
default		00:01:21.135	81.135	00:01:34.945	94.945	00:00:13.810	13.81	?
default		00:02:09.745	129.745	00:02:11.845	131.845	00:00:02.100	2.1	n
default		00:02:28.710	148.71	00:02:31.690	151.69	00:00:02.980	2.98	?
default		00:02:36.535	156.535	00:02:38.985	158.985	00:00:02.450	2.45	?
default		00:02:47.495	167.495	00:02:48.655	168.655	00:00:01.160	1.16	d
default		00:02:58.710	178.71	00:03:01.670	181.67	00:00:02.960	2.96	d
default		00:03:20.575	200.575	00:03:23.015	203.015	00:00:02.440	2.44	n
default		00:03:31.700	211.7	00:03:34.120	214.12	00:00:02.420	2.42	n
default		00:03:42.445	222.445	00:03:50.995	230.995	00:00:08.550	8.55	o
