default		00:00:05.090	5.09	00:00:10.230	10.23	00:00:05.140	5.14	?
default		00:00:11.070	11.07	00:00:17.240	17.24	00:00:06.170	6.17	?
default		00:00:18.150	18.15	00:00:29.170	29.17	00:00:11.020	11.02	?
default		00:00:29.600	29.6	00:00:39.780	39.78	00:00:10.180	10.18	?
default		00:00:40.410	40.41	00:00:49.550	49.55	00:00:09.140	9.14	?
default		00:00:55.910	55.91	00:01:03.790	63.79	00:00:07.880	7.88	?
default		00:01:57.890	117.89	00:02:02.810	122.81	00:00:04.920	4.92	?
default		00:02:03.760	123.76	00:02:11.690	131.69	00:00:07.930	7.93	?
default		00:02:13.660	133.66	00:02:22.160	142.16	00:00:08.500	8.5	?
default		00:02:22.890	142.89	00:02:29.740	149.74	00:00:06.850	6.85	?
default		00:02:30.290	150.29	00:02:32.480	152.48	00:00:02.190	2.19	n
default		00:03:06.100	186.1	00:03:08.760	188.76	00:00:02.660	2.66	?
default		00:03:12.580	192.58	00:03:19.290	199.29	00:00:06.710	6.71	?
default		00:03:33.010	213.01	00:03:36.940	216.94	00:00:03.930	3.93	?
default		00:03:44.330	224.33	00:03:51.390	231.39	00:00:07.060	7.06	?
default		00:03:52.300	232.3	00:03:56.300	236.3	00:00:04.000	4.0	nn
default		00:04:20.680	260.68	00:04:56.580	296.58	00:00:35.900	35.9	o
