default		00:00:08.820	8.82	00:00:16.470	16.47	00:00:07.650	7.65	?
default		00:00:17.050	17.05	00:00:22.720	22.72	00:00:05.670	5.67	?
default		00:00:23.820	23.82	00:00:29.280	29.28	00:00:05.460	5.46	?
default		00:00:30.945	30.945	00:00:39.425	39.425	00:00:08.480	8.48	?
default		00:01:07.920	67.92	00:01:09.370	69.37	00:00:01.450	1.45	n
default		00:01:09.550	69.55	00:01:13.900	73.9	00:00:04.350	4.35	?
default		00:01:29.410	89.41	00:01:31.060	91.06	00:00:01.650	1.65	n
default		00:01:43.380	103.38	00:01:46.200	106.2	00:00:02.820	2.82	n
default		00:01:46.745	106.745	00:01:51.575	111.575	00:00:04.830	4.83	?
default		00:02:01.875	121.875	00:02:05.475	125.475	00:00:03.600	3.6	?
default		00:02:11.940	131.94	00:02:13.560	133.56	00:00:01.620	1.62	nn
default		00:02:13.865	133.865	00:02:17.395	137.395	00:00:03.530	3.53	?
